Motion Sensor Data File Oct 15, 2024 2:30 PM
Time (s)	Distance (cm)	Dist Error (cm)
39.160	24.480	0.239
39.170	24.235	0.239
39.180	24.019	0.239
39.190	23.800	0.239
39.200	23.585	0.239
39.210	23.361	0.239
39.220	23.159	0.239
39.230	22.926	0.239
39.240	22.710	0.239
39.250	22.534	0.239
39.260	22.310	0.239
39.270	22.159	0.239
39.280	21.970	0.239
39.290	21.849	0.239
39.300	21.664	0.239
39.310	21.565	0.239
39.320	21.474	0.239
39.330	21.353	0.239
39.340	21.267	0.239
39.350	21.220	0.239
39.360	21.193	0.239
39.370	21.176	0.239
39.380	21.180	0.239
39.390	21.193	0.239
39.400	21.210	0.239
39.410	21.257	0.239
39.420	21.321	0.239
39.430	21.445	0.239
39.440	21.552	0.239
39.450	21.638	0.239
39.460	21.822	0.239
39.470	21.947	0.239
39.480	22.114	0.239
39.490	22.295	0.239
39.500	22.492	0.239
39.510	22.660	0.239
39.520	22.900	0.239
39.530	23.085	0.239
39.540	23.299	0.239
39.550	23.544	0.239
39.560	23.759	0.239
39.570	23.982	0.239
39.580	24.209	0.239
39.590	24.433	0.239
39.600	24.648	0.239
39.610	24.871	0.239
39.620	25.060	0.239
39.630	25.279	0.239
39.640	25.455	0.239
39.650	25.635	0.239
39.660	25.802	0.239
39.670	25.944	0.239
39.680	26.038	0.239
39.690	26.227	0.239
39.700	26.309	0.239
39.710	26.381	0.239
39.720	26.476	0.239
39.730	26.561	0.239
39.740	26.608	0.239
39.750	26.621	0.239
39.760	26.620	0.239
39.770	26.625	0.239
39.780	26.590	0.239
39.790	26.508	0.239
39.800	26.396	0.239
39.810	26.327	0.239
39.820	26.283	0.239
39.830	26.103	0.239
39.840	25.973	0.239
39.850	25.874	0.239
39.860	25.655	0.239
39.870	25.504	0.239
39.880	25.314	0.239
39.890	25.112	0.239
39.900	24.918	0.239
39.910	24.733	0.239
39.920	24.526	0.239
39.930	24.289	0.239
39.940	24.087	0.239
39.950	23.859	0.239
39.960	23.622	0.239
39.970	23.407	0.239
39.980	23.209	0.239
39.990	22.976	0.239
40.000	22.765	0.239
40.010	22.584	0.239
40.020	22.365	0.239
40.030	22.223	0.239
40.040	22.003	0.239
40.050	21.895	0.239
40.060	21.715	0.239
40.070	21.602	0.239
40.080	21.529	0.239
40.090	21.396	0.239
40.100	21.296	0.239
40.110	21.253	0.239
40.120	21.218	0.239
40.130	21.205	0.239
40.140	21.209	0.239
40.150	21.213	0.239
40.160	21.239	0.239
40.170	21.268	0.239
40.180	21.324	0.239
40.190	21.453	0.239
40.200	21.555	0.239
40.210	21.628	0.239
40.220	21.804	0.239
40.230	21.942	0.239
40.240	22.083	0.239
40.250	22.280	0.239
40.260	22.452	0.239
40.270	22.641	0.239
40.280	22.869	0.239
40.290	23.049	0.239
40.300	23.285	0.239
40.310	23.478	0.239
40.320	23.680	0.239
40.330	23.916	0.239
40.340	24.148	0.239
40.350	24.354	0.239
40.360	24.582	0.239
40.370	24.796	0.239
40.380	24.990	0.239
40.390	25.217	0.239
40.400	25.385	0.239
40.410	25.582	0.239
40.420	25.728	0.239
40.430	25.917	0.239
40.440	26.028	0.239
40.450	26.191	0.239
40.460	26.294	0.239
40.470	26.359	0.239
40.480	26.448	0.239
40.490	26.538	0.239
40.500	26.594	0.239
40.510	26.611	0.239
40.520	26.611	0.239
40.530	26.611	0.239
40.540	26.589	0.239
40.550	26.532	0.239
40.560	26.446	0.239
40.570	26.343	0.239
40.580	26.299	0.239
40.590	26.175	0.239
40.600	26.006	0.239
40.610	25.916	0.239
40.620	25.705	0.239
40.630	25.571	0.239
40.640	25.399	0.239
40.650	25.218	0.239
40.660	25.011	0.239
40.670	24.813	0.239
40.680	24.594	0.239
40.690	24.374	0.239
40.700	24.167	0.239
40.710	23.926	0.239
40.720	23.715	0.239
40.730	23.500	0.239
40.740	23.268	0.239
40.750	23.048	0.239
40.760	22.867	0.239
40.770	22.635	0.239
40.780	22.467	0.239
40.790	22.273	0.239
40.800	22.084	0.239
40.810	21.937	0.239
40.820	21.804	0.239
40.830	21.610	0.239
40.840	21.553	0.239
40.850	21.454	0.239
40.860	21.346	0.239
40.870	21.264	0.239
40.880	21.217	0.239
40.890	21.212	0.239
40.900	21.203	0.239
40.910	21.208	0.239
40.920	21.229	0.239
40.930	21.254	0.239
40.940	21.297	0.239
40.950	21.408	0.239
40.960	21.515	0.239
40.970	21.588	0.239
40.980	21.721	0.239
40.990	21.893	0.239
41.000	22.013	0.239
41.010	22.223	0.239
41.020	22.348	0.239
41.030	22.584	0.239
41.040	22.756	0.239
41.050	22.953	0.239
41.060	23.207	0.239
41.070	23.383	0.239
41.080	23.610	0.239
41.090	23.842	0.239
41.100	24.057	0.239
41.110	24.263	0.239
41.120	24.503	0.239
41.130	24.696	0.239
41.140	24.928	0.239
41.150	25.104	0.239
41.160	25.280	0.239
41.170	25.469	0.239
41.180	25.637	0.239
41.190	25.791	0.239
41.200	25.971	0.239
41.210	26.053	0.239
41.220	26.233	0.239
41.230	26.319	0.239
41.240	26.357	0.239
41.250	26.426	0.239
41.260	26.524	0.239
41.270	26.580	0.239
41.280	26.592	0.239
41.290	26.601	0.239
41.300	26.574	0.239
41.310	26.509	0.239
41.320	26.411	0.239
41.330	26.341	0.239
41.340	26.324	0.239
41.350	26.186	0.239
41.360	26.018	0.239
41.370	25.957	0.239
41.380	25.747	0.239
41.390	25.609	0.239
41.400	25.423	0.239
41.410	25.251	0.239
41.420	25.036	0.239
41.430	24.859	0.239
41.440	24.631	0.239
41.450	24.446	0.239
41.460	24.205	0.239
41.470	23.990	0.239
41.480	23.791	0.239
41.490	23.585	0.239
41.500	23.357	0.239
41.510	23.176	0.239
41.520	22.952	0.239
41.530	22.732	0.239
41.540	22.573	0.239
41.550	22.349	0.239
41.560	22.211	0.239
41.570	22.017	0.239
41.580	21.897	0.239
41.590	21.759	0.239
41.600	21.625	0.239
41.610	21.539	0.239
41.620	21.453	0.239
41.630	21.349	0.239
41.640	21.289	0.239
41.650	21.263	0.239
41.660	21.245	0.239
41.670	21.241	0.239
41.680	21.262	0.239
41.690	21.287	0.239
41.700	21.347	0.239
41.710	21.454	0.239
41.720	21.540	0.239
41.730	21.621	0.239
41.740	21.746	0.239
41.750	21.896	0.239
41.760	22.020	0.239
41.770	22.213	0.239
41.780	22.342	0.239
41.790	22.566	0.239
41.800	22.729	0.239
41.810	22.939	0.239
41.820	23.162	0.239
41.830	23.351	0.239
41.840	23.574	0.239
41.850	23.807	0.239
41.860	24.008	0.239
41.870	24.240	0.239
41.880	24.450	0.239
41.890	24.648	0.239
41.900	24.871	0.239
41.910	25.060	0.239
41.920	25.253	0.239
41.930	25.438	0.239
41.940	25.618	0.239
41.950	25.764	0.239
41.960	25.935	0.239
41.970	26.039	0.239
41.980	26.176	0.239
41.990	26.296	0.239
42.000	26.351	0.239
42.010	26.429	0.239
42.020	26.493	0.239
42.030	26.544	0.239
42.040	26.583	0.239
42.050	26.582	0.239
42.060	26.560	0.239
42.070	26.522	0.239
42.080	26.439	0.239
42.090	26.366	0.239
42.100	26.314	0.239
42.110	26.206	0.239
42.120	26.055	0.239
42.130	25.965	0.239
42.140	25.797	0.239
42.150	25.650	0.239
42.160	25.478	0.239
42.170	25.289	0.239
42.180	25.108	0.239
42.190	24.906	0.239
42.200	24.694	0.239
42.210	24.492	0.239
42.220	24.268	0.239
42.230	24.049	0.239
42.240	23.842	0.239
42.250	23.618	0.239
42.260	23.386	0.239
42.270	23.205	0.239
42.280	22.959	0.239
42.290	22.783	0.239
42.300	22.593	0.239
42.310	22.374	0.239
42.320	22.244	0.239
42.330	22.025	0.239
42.340	21.908	0.239
42.350	21.775	0.239
42.360	21.607	0.239
42.370	21.546	0.239
42.380	21.469	0.239
42.390	21.348	0.239
42.400	21.275	0.239
42.410	21.244	0.239
42.420	21.227	0.239
42.430	21.222	0.239
42.440	21.239	0.239
42.450	21.264	0.239
42.460	21.316	0.239
42.470	21.397	0.239
42.480	21.500	0.239
42.490	21.594	0.239
42.500	21.676	0.239
42.510	21.852	0.239
42.520	21.976	0.239
42.530	22.135	0.239
42.540	22.294	0.239
42.550	22.500	0.239
42.560	22.654	0.239
42.570	22.891	0.239
42.580	23.058	0.239
42.590	23.281	0.239
42.600	23.517	0.239
42.610	23.715	0.239
42.620	23.904	0.239
42.630	24.144	0.239
42.640	24.341	0.239
42.650	24.561	0.239
42.660	24.780	0.239
42.670	24.977	0.239
42.680	25.179	0.239
42.690	25.346	0.239
42.700	25.561	0.239
42.710	25.677	0.239
42.720	25.887	0.239
42.730	25.990	0.239
42.740	26.123	0.239
42.750	26.260	0.239
42.760	26.329	0.239
42.770	26.384	0.239
42.780	26.457	0.239
42.790	26.525	0.239
42.800	26.581	0.239
42.810	26.577	0.239
42.820	26.559	0.239
42.830	26.529	0.239
42.840	26.447	0.239
42.850	26.365	0.239
42.860	26.330	0.239
42.870	26.265	0.239
42.880	26.106	0.239
42.890	25.990	0.239
42.900	25.873	0.239
42.910	25.679	0.239
42.920	25.550	0.239
42.930	25.339	0.239
42.940	25.184	0.239
42.950	24.969	0.239
42.960	24.775	0.239
42.970	24.559	0.239
42.980	24.357	0.239
42.990	24.129	0.239
43.000	23.918	0.239
43.010	23.716	0.239
43.020	23.526	0.239
43.030	23.303	0.239
43.040	23.083	0.239
43.050	22.906	0.239
43.060	22.683	0.239
43.070	22.514	0.239
43.080	22.320	0.239
43.090	22.170	0.239
43.100	21.985	0.239
43.110	21.877	0.239
43.120	21.722	0.239
43.130	21.601	0.239
43.140	21.536	0.239
43.150	21.450	0.239
43.160	21.364	0.239
43.170	21.299	0.239
43.180	21.264	0.239
43.190	21.255	0.239
43.200	21.251	0.239
43.210	21.267	0.239
43.220	21.328	0.239
43.230	21.409	0.239
43.240	21.494	0.239
43.250	21.572	0.239
43.260	21.644	0.239
43.270	21.825	0.239
43.280	21.936	0.239
43.290	22.078	0.239
43.300	22.275	0.239
43.310	22.425	0.239
43.320	22.615	0.239
43.330	22.821	0.239
43.340	22.992	0.239
43.350	23.215	0.239
43.360	23.426	0.239
43.370	23.623	0.239
43.380	23.847	0.239
43.390	24.065	0.239
43.400	24.276	0.239
43.410	24.486	0.239
43.420	24.697	0.239
43.430	24.898	0.239
43.440	25.087	0.239
43.450	25.281	0.239
43.460	25.448	0.239
43.470	25.628	0.239
43.480	25.770	0.239
43.490	25.933	0.239
43.500	26.031	0.239
43.510	26.147	0.239
43.520	26.289	0.239
43.530	26.331	0.239
43.540	26.331	0.239
43.550	26.374	0.239
43.560	26.434	0.239
43.570	26.463	0.239
43.580	26.450	0.239
43.590	26.424	0.239
43.600	26.359	0.239
43.610	26.329	0.239
43.620	26.294	0.239
43.630	26.212	0.239
43.640	26.053	0.239
43.650	25.971	0.239
43.660	25.842	0.239
43.670	25.686	0.239
43.680	25.566	0.239
43.690	25.355	0.239
43.700	25.200	0.239
43.710	24.993	0.239
43.720	24.795	0.239
43.730	24.597	0.239
43.740	24.386	0.239
43.750	24.192	0.239
43.760	23.964	0.239
43.770	23.757	0.239
43.780	23.555	0.239
43.790	23.327	0.239
43.800	23.133	0.239
43.810	22.939	0.239
43.820	22.724	0.239
43.830	22.556	0.239
43.840	22.354	0.239
43.850	22.225	0.239
43.860	22.013	0.239
43.870	21.918	0.239
43.880	21.785	0.239
43.890	21.651	0.239
43.900	21.578	0.239
43.910	21.500	0.239
43.920	21.423	0.239
43.930	21.349	0.239
43.940	21.315	0.239
43.950	21.306	0.239
43.960	21.301	0.239
43.970	21.318	0.239
43.980	21.369	0.239
43.990	21.438	0.239
44.000	21.519	0.239
44.010	21.601	0.239
44.020	21.669	0.239
44.030	21.836	0.239
44.040	21.948	0.239
44.050	22.081	0.239
44.060	22.270	0.239
44.070	22.420	0.239
44.080	22.605	0.239
44.090	22.806	0.239
44.100	22.982	0.239
44.110	23.184	0.239
44.120	23.364	0.239
44.130	23.592	0.239
44.140	23.798	0.239
44.150	24.021	0.239
44.160	24.227	0.239
44.170	24.455	0.239
44.180	24.644	0.239
44.190	24.854	0.239
44.200	25.043	0.239
44.210	25.241	0.239
44.220	25.399	0.239
44.230	25.601	0.239
44.240	25.717	0.239
44.250	25.893	0.239
44.260	26.009	0.239
44.270	26.116	0.239
44.280	26.253	0.239
44.290	26.326	0.239
44.300	26.360	0.239
44.310	26.416	0.239
44.320	26.458	0.239
44.330	26.497	0.239
44.340	26.505	0.239
44.350	26.475	0.239
44.360	26.414	0.239
44.370	26.367	0.239
44.380	26.315	0.239
44.390	26.258	0.239
44.400	26.129	0.239
44.410	25.996	0.239
44.420	25.905	0.239
44.430	25.720	0.239
44.440	25.599	0.239
44.450	25.414	0.239
44.460	25.272	0.239
44.470	25.069	0.239
44.480	24.893	0.239
44.490	24.682	0.239
44.500	24.479	0.239
44.510	24.268	0.239
44.520	24.053	0.239
44.530	23.838	0.239
44.540	23.627	0.239
44.550	23.412	0.239
44.560	23.214	0.239
44.570	22.985	0.239
44.580	22.813	0.239
44.590	22.619	0.239
44.600	22.430	0.239
44.610	22.262	0.239
44.620	22.094	0.239
44.630	21.939	0.239
44.640	21.831	0.239
44.650	21.663	0.239
44.660	21.577	0.239
44.670	21.512	0.239
44.680	21.439	0.239
44.690	21.339	0.239
44.700	21.257	0.239
44.710	21.248	0.239
44.720	21.227	0.239
44.730	21.248	0.239
44.740	21.312	0.239
44.750	21.380	0.239
44.760	21.488	0.239
44.770	21.552	0.239
44.780	21.582	0.239
44.790	21.745	0.239
44.800	21.895	0.239
44.810	21.981	0.239
44.820	22.195	0.239
44.830	22.311	0.239
44.840	22.530	0.239
44.850	22.676	0.239
44.860	22.904	0.239
44.870	23.071	0.239
44.880	23.286	0.239
44.890	23.513	0.239
44.900	23.711	0.239
44.910	23.921	0.239
44.920	24.136	0.239
44.930	24.346	0.239
44.940	24.556	0.239
44.950	24.746	0.239
44.960	24.960	0.239
44.970	25.136	0.239
44.980	25.286	0.239
44.990	25.475	0.239
45.000	25.625	0.239
45.010	25.758	0.239
45.020	25.951	0.239
45.030	26.007	0.239
45.040	26.140	0.239
45.050	26.277	0.239
45.060	26.316	0.239
45.070	26.346	0.239
45.080	26.367	0.239
45.090	26.392	0.239
45.100	26.414	0.239
45.110	26.396	0.239
45.120	26.361	0.239
45.130	26.348	0.239
45.140	26.318	0.239
45.150	26.274	0.239
45.160	26.124	0.239
45.170	26.012	0.239
45.180	25.960	0.239
45.190	25.753	0.239
45.200	25.628	0.239
45.210	25.464	0.239
45.220	25.288	0.239
45.230	25.107	0.239
45.240	24.930	0.239
45.250	24.732	0.239
45.260	24.525	0.239
45.270	24.323	0.239
45.280	24.121	0.239
45.290	23.893	0.239
45.300	23.690	0.239
45.310	23.492	0.239
45.320	23.281	0.239
45.330	23.100	0.239
45.340	22.919	0.239
45.350	22.713	0.239
45.360	22.558	0.239
45.370	22.347	0.239
45.380	22.230	0.239
45.390	22.037	0.239
45.400	21.924	0.239
45.410	21.812	0.239
45.420	21.666	0.239
45.430	21.592	0.239
45.440	21.536	0.239
45.450	21.467	0.239
45.460	21.420	0.239
45.470	21.380	0.239
45.480	21.367	0.239
45.490	21.384	0.239
45.500	21.410	0.239
45.510	21.457	0.239
45.520	21.534	0.239
45.530	21.589	0.239
45.540	21.654	0.239
45.550	21.791	0.239
45.560	21.911	0.239
45.570	22.018	0.239
45.580	22.207	0.239
45.590	22.327	0.239
45.600	22.538	0.239
45.610	22.683	0.239
45.620	22.894	0.239
45.630	23.066	0.239
45.640	23.276	0.239
45.650	23.473	0.239
45.660	23.684	0.239
45.670	23.894	0.239
45.680	24.100	0.239
45.690	24.306	0.239
45.700	24.516	0.239
45.710	24.701	0.239
45.720	24.912	0.239
45.730	25.083	0.239
45.740	25.285	0.239
45.750	25.440	0.239
45.760	25.611	0.239
45.770	25.744	0.239
45.780	25.907	0.239
45.790	26.002	0.239
45.800	26.113	0.239
45.810	26.233	0.239
45.820	26.298	0.239
45.830	26.349	0.239
45.840	26.374	0.239
45.850	26.396	0.239
45.860	26.417	0.239
45.870	26.403	0.239
45.880	26.390	0.239
45.890	26.351	0.239
45.900	26.308	0.239
45.910	26.260	0.239
45.920	26.135	0.239
45.930	26.019	0.239
45.940	25.941	0.239
45.950	25.773	0.239
45.960	25.635	0.239
45.970	25.484	0.239
45.980	25.312	0.239
45.990	25.131	0.239
46.000	24.955	0.239
46.010	24.757	0.239
46.020	24.550	0.239
46.030	24.356	0.239
46.040	24.150	0.239
46.050	23.943	0.239
46.060	23.728	0.239
46.070	23.525	0.239
46.080	23.310	0.239
46.090	23.121	0.239
46.100	22.922	0.239
46.110	22.711	0.239
46.120	22.565	0.239
46.130	22.332	0.239
46.140	22.237	0.239
46.150	22.031	0.239
46.160	21.919	0.239
46.170	21.815	0.239
46.180	21.643	0.239
46.190	21.591	0.239
46.200	21.531	0.239
46.210	21.449	0.239
46.220	21.388	0.239
46.230	21.332	0.239
46.240	21.310	0.239
46.250	21.336	0.239
46.260	21.357	0.239
46.270	21.413	0.239
46.280	21.494	0.239
46.290	21.558	0.239
46.300	21.609	0.239
46.310	21.708	0.239
46.320	21.871	0.239
46.330	21.978	0.239
46.340	22.128	0.239
46.350	22.287	0.239
46.360	22.450	0.239
46.370	22.626	0.239
46.380	22.820	0.239
46.390	23.004	0.239
46.400	23.223	0.239
46.410	23.399	0.239
46.420	23.597	0.239
46.430	23.816	0.239
46.440	24.004	0.239
46.450	24.223	0.239
46.460	24.434	0.239
46.470	24.636	0.239
46.480	24.837	0.239
46.490	25.009	0.239
46.500	25.220	0.239
46.510	25.370	0.239
46.520	25.554	0.239
46.530	25.683	0.239
46.540	25.855	0.239
46.550	25.966	0.239
46.560	26.056	0.239
46.570	26.163	0.239
46.580	26.270	0.239
46.590	26.291	0.239
46.600	26.222	0.239
46.610	26.252	0.239
46.620	26.265	0.239
46.630	26.264	0.239
46.640	26.260	0.239
46.650	26.247	0.239
46.660	26.276	0.239
46.670	26.276	0.239
46.680	26.173	0.239
46.690	25.944	0.239
46.700	25.979	0.239
46.710	25.871	0.239
46.720	25.681	0.239
46.730	25.582	0.239
46.740	25.380	0.239
46.750	25.229	0.239
46.760	25.031	0.239
46.770	24.846	0.239
46.780	24.652	0.239
46.790	24.458	0.239
46.800	24.239	0.239
46.810	24.040	0.239
46.820	23.834	0.239
46.830	23.606	0.239
46.840	23.446	0.239
46.850	23.248	0.239
46.860	23.024	0.239
46.870	22.869	0.239
46.880	22.654	0.239
46.890	22.507	0.239
46.900	22.318	0.239
46.910	22.176	0.239
46.920	22.012	0.239
46.930	21.908	0.239
46.940	21.780	0.239
46.950	21.654	0.239
46.960	21.585	0.239
46.970	21.525	0.239
46.980	21.482	0.239
46.990	21.421	0.239
47.000	21.386	0.239
47.010	21.395	0.239
47.020	21.403	0.239
47.030	21.450	0.239
47.040	21.501	0.239
47.050	21.552	0.239
47.060	21.604	0.239
47.070	21.690	0.239
47.080	21.835	0.239
47.090	21.942	0.239
47.100	22.067	0.239
47.110	22.239	0.239
47.120	22.372	0.239
47.130	22.573	0.239
47.140	22.715	0.239
47.150	22.930	0.239
47.160	23.123	0.239
47.170	23.294	0.239
47.180	23.527	0.239
47.190	23.715	0.239
47.200	23.930	0.239
47.210	24.136	0.239
47.220	24.329	0.239
47.230	24.544	0.239
47.240	24.733	0.239
47.250	24.930	0.239
47.260	25.106	0.239
47.270	25.291	0.239
47.280	25.441	0.239
47.290	25.617	0.239
47.300	25.733	0.239
47.310	25.892	0.239
47.320	25.994	0.239
47.330	26.076	0.239
47.340	26.187	0.239
47.350	26.290	0.239
47.360	26.294	0.239
47.370	26.320	0.239
47.380	26.328	0.239
47.390	26.328	0.239
47.400	26.332	0.239
47.410	26.314	0.239
47.420	26.292	0.239
47.430	26.245	0.239
47.440	26.098	0.239
47.450	26.029	0.239
47.460	25.969	0.239
47.470	25.835	0.239
47.480	25.693	0.239
47.490	25.573	0.239
47.500	25.379	0.239
47.510	25.241	0.239
47.520	25.038	0.239
47.530	24.870	0.239
47.540	24.672	0.239
47.550	24.487	0.239
47.560	24.272	0.239
47.570	24.086	0.239
47.580	23.876	0.239
47.590	23.660	0.239
47.600	23.484	0.239
47.610	23.269	0.239
47.620	23.075	0.239
47.630	22.907	0.239
47.640	22.687	0.239
47.650	22.558	0.239
47.660	22.343	0.239
47.670	22.231	0.239
47.680	22.062	0.239
47.690	21.946	0.239
47.700	21.838	0.239
47.710	21.705	0.239
47.720	21.623	0.239
47.730	21.571	0.239
47.740	21.528	0.239
47.750	21.476	0.239
47.760	21.450	0.239
47.770	21.436	0.239
47.780	21.449	0.239
47.790	21.492	0.239
47.800	21.534	0.239
47.810	21.577	0.239
47.820	21.637	0.239
47.830	21.718	0.239
47.840	21.860	0.239
47.850	21.967	0.239
47.860	22.087	0.239
47.870	22.255	0.239
47.880	22.392	0.239
47.890	22.585	0.239
47.900	22.744	0.239
47.910	22.941	0.239
47.920	23.122	0.239
47.930	23.289	0.239
47.940	23.504	0.239
47.950	23.688	0.239
47.960	23.903	0.239
47.970	24.114	0.239
47.980	24.302	0.239
47.990	24.517	0.239
48.000	24.710	0.239
48.010	24.899	0.239
48.020	25.084	0.239
48.030	25.264	0.239
48.040	25.427	0.239
48.050	25.599	0.239
48.060	25.702	0.239
48.070	25.886	0.239
48.080	25.976	0.239
48.090	26.049	0.239
48.100	26.190	0.239
48.110	26.276	0.239
48.120	26.310	0.239
48.130	26.336	0.239
48.140	26.344	0.239
48.150	26.348	0.239
48.160	26.352	0.239
48.170	26.334	0.239
48.180	26.317	0.239
48.190	26.278	0.239
48.200	26.200	0.239
48.210	26.075	0.239
48.220	25.985	0.239
48.230	25.890	0.239
48.240	25.717	0.239
48.250	25.610	0.239
48.260	25.425	0.239
48.270	25.269	0.239
48.280	25.123	0.239
48.290	24.938	0.239
48.300	24.753	0.239
48.310	24.550	0.239
48.320	24.344	0.239
48.330	24.159	0.239
48.340	23.935	0.239
48.350	23.745	0.239
48.360	23.539	0.239
48.370	23.319	0.239
48.380	23.151	0.239
48.390	22.936	0.239
48.400	22.746	0.239
48.410	22.582	0.239
48.420	22.385	0.239
48.430	22.246	0.239
48.440	22.070	0.239
48.450	21.932	0.239
48.460	21.854	0.239
48.470	21.703	0.239
48.480	21.566	0.239
48.490	21.552	0.239
48.500	21.500	0.239
48.510	21.449	0.239
48.520	21.410	0.239
48.530	21.388	0.239
48.540	21.392	0.239
48.550	21.430	0.239
48.560	21.469	0.239
48.570	21.520	0.239
48.580	21.571	0.239
48.590	21.597	0.239
48.600	21.751	0.239
48.610	21.893	0.239
48.620	21.974	0.239
48.630	22.163	0.239
48.640	22.283	0.239
48.650	22.472	0.239
48.660	22.622	0.239
48.670	22.837	0.239
48.680	22.974	0.239
48.690	23.223	0.239
48.700	23.382	0.239
48.710	23.597	0.239
48.720	23.811	0.239
48.730	24.005	0.239
48.740	24.202	0.239
48.750	24.417	0.239
48.760	24.602	0.239
48.770	24.812	0.239
48.780	24.988	0.239
48.790	25.168	0.239
48.800	25.340	0.239
48.810	25.494	0.239
48.820	25.627	0.239
48.830	25.743	0.239
48.840	25.923	0.239
48.850	25.987	0.239
48.860	26.073	0.239
48.870	26.176	0.239
48.880	26.275	0.239
48.890	26.317	0.239
48.900	26.321	0.239
48.910	26.338	0.239
48.920	26.334	0.239
48.930	26.320	0.239
48.940	26.316	0.239
48.950	26.277	0.239
48.960	26.182	0.239
