Motion Sensor Data File Oct 15, 2024 2:30 PM
Time (s)	Velocity (cm/s)
47.000	-3.440
47.010	0.817
47.020	0.817
47.030	4.730
47.040	5.117
47.050	5.117
47.060	5.160
47.070	8.557
47.080	14.577
47.090	10.707
47.100	12.470
47.110	17.157
47.120	13.287
47.130	20.167
47.140	14.190
47.150	21.457
47.160	19.307
47.170	17.157
47.180	23.220
47.190	18.877
47.200	21.457
47.210	20.597
47.220	19.350
47.230	21.457
47.240	18.877
47.250	19.737
47.260	17.630
47.270	18.447
47.280	15.007
47.290	17.630
47.300	11.567
47.310	15.867
47.320	10.277
47.330	8.170
47.340	11.137
47.350	10.277
47.360	0.430
47.370	2.537
47.380	0.817
47.390	-0.043
47.400	0.430
47.410	-1.763
47.420	-2.193
47.430	-4.730
47.440	-14.663
47.450	-6.923
47.460	-6.020
47.470	-13.373
47.480	-14.233
47.490	-12.040
47.500	-19.393
47.510	-13.803
47.520	-20.210
47.530	-16.813
47.540	-19.823
47.550	-18.490
47.560	-21.543
47.570	-18.533
47.580	-21.070
47.590	-21.543
47.600	-17.673
47.610	-21.500
47.620	-19.393
47.630	-16.770
47.640	-21.973
47.650	-12.943
47.660	-21.500
47.670	-11.223
47.680	-16.813
47.690	-11.610
47.700	-10.793
47.710	-13.373
47.720	-8.170
47.730	-5.203
47.740	-4.343
47.750	-5.160
47.760	-2.623
47.770	-1.333
47.780	1.247
47.790	4.300
47.800	4.257
47.810	4.257
47.820	6.020
47.830	8.127
47.840	14.147
47.850	10.707
47.860	12.040
47.870	16.727
47.880	13.717
47.890	19.350
47.900	15.867
47.910	19.737
47.920	18.017
47.930	16.770
47.940	21.457
47.950	18.447
47.960	21.457
47.970	21.070
47.980	18.877
47.990	21.457
48.000	19.307
48.010	18.920
48.020	18.447
48.030	18.017
48.040	16.297
48.050	17.200
48.060	10.277
48.070	18.447
48.080	9.030
48.090	7.267
48.100	14.147
48.110	8.557
48.120	3.440
48.130	2.537
48.140	0.817
48.150	0.430
48.160	0.387
48.170	-1.763
48.180	-1.763
48.190	-3.870
48.200	-7.783
48.210	-12.513
48.220	-9.030
48.230	-9.503
48.240	-17.243
48.250	-10.750
48.260	-18.533
48.270	-15.523
48.280	-14.620
48.290	-18.533
48.300	-18.533
48.310	-20.210
48.320	-20.683
48.330	-18.490
48.340	-22.403
48.350	-18.963
48.360	-20.640
48.370	-21.973
48.380	-16.813
48.390	-21.500
48.400	-18.963
48.410	-16.383
48.420	-19.780
48.430	-13.803
48.440	-17.673
48.450	-13.760
48.460	-7.783
48.470	-15.093
48.480	-13.760
48.490	-1.333
48.500	-5.203
48.510	-5.160
48.520	-3.913
48.530	-2.193
48.540	0.430
48.550	3.827
48.560	3.827
48.570	5.117
48.580	5.160
48.590	2.537
48.600	15.437
48.610	14.190
48.620	8.127
48.630	18.877
48.640	11.997
48.650	18.920
48.660	15.007
48.670	21.457
48.680	13.717
48.690	24.940
48.700	15.867
48.710	21.457
48.720	21.457
48.730	19.350
48.740	19.737
48.750	21.457
48.760	18.490
48.770	21.027
48.780	17.587
48.790	18.017
48.800	17.200
48.810	15.437
48.820	13.287
48.830	11.567
48.840	18.060
48.850	6.407
48.860	8.557
48.870	10.320
48.880	9.847
48.890	4.257
48.900	0.387
48.910	1.720
48.920	-0.473
48.930	-1.333
48.940	-0.430
48.950	-3.913
48.960	-9.503
48.970	-11.180
48.980	-7.353
48.990	-6.923
49.000	-16.770
49.010	-12.083
49.020	-15.523
49.030	-15.910
49.040	-16.383
49.050	-17.243
49.060	-18.490
49.070	-21.113
49.080	-16.383
49.090	-21.500
49.100	-19.823
49.110	-18.963
49.120	-21.500
49.130	-20.683
49.140	-17.673
49.150	-18.920
49.160	-16.383
49.170	-18.963
49.180	-14.620
49.190	-18.963
49.200	-11.653
49.210	-17.630
49.220	-9.933
49.230	-10.363
49.240	-12.900
49.250	-7.353
49.260	-5.633
49.270	-4.300
49.280	-2.193
49.290	-2.623
49.300	-0.860
49.310	2.967
49.320	2.537
49.330	4.730
49.340	3.827
49.350	5.977
49.360	13.717
49.370	9.890
49.380	9.847
49.390	17.157
49.400	12.040
49.410	16.297
49.420	16.297
49.430	18.447
49.440	15.910
49.450	22.317
49.460	16.727
49.470	20.597
49.480	20.210
49.490	18.877
49.500	21.027
49.510	18.877
49.520	19.350
49.530	19.307
49.540	18.017
49.550	17.157
49.560	17.630
49.570	15.007
49.580	15.437
49.590	11.610
49.600	15.007
49.610	9.847
49.620	8.557
49.630	8.170
49.640	10.707
49.650	5.117
49.660	1.720
49.670	2.107
49.680	-0.473
49.690	-0.903
49.700	-1.290
49.710	-4.773
49.720	-9.503
49.730	-8.170
49.740	-8.643
49.750	-8.643
49.760	-14.620
49.770	-11.653
49.780	-14.233
49.790	-16.770
49.800	-15.953
49.810	-17.673
49.820	-18.490
49.830	-19.393
49.840	-18.103
49.850	-20.210
49.860	-20.253
49.870	-18.963
49.880	-21.500
49.890	-20.253
49.900	-17.200
49.910	-23.693
49.920	-12.513
49.930	-23.650
49.940	-12.513
49.950	-19.823
49.960	-10.750
49.970	-19.393
49.980	-9.073
49.990	-8.170
50.000	-15.523
50.010	-9.933
50.020	-3.010
50.030	-3.913
50.040	-2.623
50.050	-3.010
50.060	0.817
50.070	0.817
50.080	2.967
50.090	4.730
50.100	3.397
50.110	4.687
50.120	12.470
50.130	11.997
50.140	8.987
50.150	15.437
50.160	14.620
50.170	13.287
50.180	18.877
50.190	15.437
50.200	19.780
50.210	18.877
50.220	17.587
50.230	19.350
50.240	18.017
50.250	19.737
50.260	22.317
50.270	18.060
50.280	21.027
50.290	18.447
50.300	19.737
50.310	15.910
50.320	20.167
50.330	13.717
50.340	18.877
50.350	10.320
50.360	14.577
50.370	13.717
50.380	6.837
50.390	0.000
50.400	16.297
50.410	8.127
50.420	0.860
50.430	0.817
50.440	-0.043
50.450	-0.860
50.460	1.247
50.470	-3.053
50.480	-5.203
50.490	-15.910
50.500	-13.803
50.510	2.537
50.520	-8.600
50.530	-17.243
50.540	-8.643
50.550	-18.490
50.560	-15.093
50.570	-17.673
50.580	-16.770
50.590	-18.963
50.600	-18.490
50.610	-20.253
50.620	-20.253
50.630	-19.350
50.640	-19.393
50.650	-18.963
50.660	-22.360
50.670	-13.373
50.680	-20.253
50.690	-16.770
50.700	-19.393
50.710	-13.803
50.720	-18.060
50.730	-12.513
50.740	-15.523
50.750	-10.320
50.760	-10.363
50.770	-10.793
50.780	-8.600
50.790	-3.913
50.800	-3.913
50.810	-3.010
50.820	-0.473
50.830	-0.043
50.840	1.290
50.850	2.967
50.860	1.677
50.870	2.967
50.880	12.040
50.890	13.287
50.900	7.267
50.910	11.610
50.920	18.017
50.930	10.277
50.940	20.167
50.950	12.040
50.960	22.317
50.970	13.287
50.980	21.457
50.990	18.920
51.000	18.877
51.010	20.167
51.020	19.737
51.030	19.780
51.040	18.447
51.050	19.737
51.060	18.447
51.070	18.920
51.080	16.297
51.090	16.297
51.100	15.910
51.110	15.437
51.120	9.847
51.130	14.577
51.140	11.180
51.150	5.547
51.160	7.697
51.170	7.697
51.180	8.600
51.190	4.257
51.200	1.247
51.210	0.860
51.220	-2.193
51.230	-5.633
51.240	-7.310
51.250	-8.213
51.260	-7.353
51.270	-5.160
51.280	-14.233
51.290	-12.943
51.300	-8.600
51.310	-19.393
51.320	-14.233
51.330	-16.770
51.340	-16.813
51.350	-17.243
51.360	-18.920
51.370	-19.823
51.380	-17.243
51.390	-21.070
51.400	-18.103
51.410	-19.393
51.420	-20.210
51.430	-17.673
51.440	-21.113
51.450	-13.760
51.460	-21.113
51.470	-12.513
51.480	-19.350
51.490	-9.503
51.500	-17.200
51.510	-11.653
51.520	-7.353
51.530	-10.793
51.540	-11.180
51.550	-4.773
51.560	-3.483
51.570	-2.580
51.580	-0.043
51.590	-0.903
51.600	0.860
51.610	3.397
51.620	2.967
51.630	6.020
51.640	9.417
51.650	9.847
51.660	9.847
51.670	11.180
51.680	15.437
51.690	12.427
51.700	18.017
51.710	13.330
51.720	21.457
51.730	13.717
51.740	18.490
51.750	17.587
51.760	19.737
51.770	19.737
51.780	19.350
51.790	19.737
51.800	20.167
51.810	18.447
51.820	18.920
51.830	18.877
51.840	16.297
51.850	16.297
51.860	15.910
51.870	16.297
51.880	9.847
51.890	15.437
51.900	11.180
51.910	6.407
51.920	7.267
51.930	9.030
51.940	7.697
51.950	2.967
51.960	0.817
51.970	0.860
51.980	-1.333
51.990	-3.053
52.000	-4.300
52.010	-10.363
52.020	-9.503
52.030	-5.590
52.040	-9.073
52.050	-16.813
52.060	-9.030
52.070	-15.953
52.080	-14.663
52.090	-13.760
52.100	-18.103
52.110	-16.383
52.120	-20.210
52.130	-18.103
52.140	-19.823
52.150	-19.780
52.160	-19.823
52.170	-19.780
52.180	-18.533
52.190	-20.253
52.200	-18.920
52.210	-16.813
52.220	-20.683
52.230	-13.330
52.240	-21.543
52.250	-9.933
52.260	-15.910
52.270	-15.093
52.280	-6.063
52.290	-11.610
52.300	-15.093
52.310	-5.633
52.320	-0.860
52.330	-2.623
52.340	-1.333
52.350	-0.903
52.360	2.150
52.370	0.817
52.380	1.247
52.390	0.000
52.400	5.977
52.410	19.307
52.420	10.750
52.430	5.547
52.440	17.157
52.450	14.147
52.460	13.330
52.470	17.587
52.480	15.437
52.490	19.307
52.500	19.350
52.510	17.157
52.520	21.027
52.530	18.447
52.540	20.210
52.550	19.307
52.560	20.167
52.570	18.877
52.580	18.060
52.590	19.307
52.600	16.727
52.610	17.630
52.620	15.437
52.630	15.437
52.640	11.997
52.650	9.890
52.660	15.007
52.670	8.987
52.680	5.117
52.690	6.880
52.700	11.137
52.710	6.407
52.720	3.010
52.730	0.817
52.740	-0.903
52.750	-2.580
52.760	-4.773
52.770	-9.073
52.780	-7.310
52.790	-6.063
52.800	-7.783
52.810	-15.093
52.820	-10.320
52.830	-12.513
52.840	-17.243
52.850	-13.330
52.860	-18.533
52.870	-15.480
52.880	-18.533
52.890	-18.963
52.900	-18.920
52.910	-18.963
52.920	-21.113
52.930	-16.770
52.940	-20.253
52.950	-19.823
52.960	-15.910
52.970	-18.963
52.980	-13.803
52.990	-19.780
53.000	-14.233
53.010	-16.813
53.020	-11.180
53.030	-15.953
53.040	-10.363
53.050	-8.170
53.060	-9.933
53.070	-9.073
53.080	-6.450
53.090	-2.623
53.100	-2.193
53.110	-1.290
53.120	1.247
53.130	1.247
53.140	2.107
53.150	5.160
53.160	8.127
53.170	8.987
53.180	9.460
53.190	9.417
53.200	14.147
53.210	12.857
53.220	14.620
53.230	16.297
53.240	14.577
53.250	18.060
53.260	17.587
53.270	18.017
53.280	18.447
53.290	18.920
53.300	18.877
53.310	19.307
53.320	18.877
53.330	19.350
53.340	17.157
53.350	19.737
53.360	16.297
53.370	16.770
53.380	15.867
53.390	13.287
53.400	16.297
53.410	9.890
53.420	11.567
53.430	12.857
53.440	6.450
53.450	5.117
53.460	7.267
53.470	5.977
53.480	3.870
53.490	2.107
53.500	-1.333
53.510	-2.150
53.520	-5.633
53.530	-7.353
53.540	-4.730
53.550	-6.063
53.560	-8.643
53.570	-13.330
53.580	-10.793
53.590	-13.803
53.600	-14.620
53.610	-14.233
53.620	-18.963
53.630	-14.620
53.640	-18.963
53.650	-16.813
53.660	-19.350
53.670	-19.393
53.680	-18.963
53.690	-18.920
53.700	-18.963
53.710	-20.253
53.720	-15.910
53.730	-22.833
53.740	-12.513
53.750	-21.500
53.760	-12.083
53.770	-20.253
53.780	-8.600
53.790	-15.093
53.800	-12.083
53.810	-7.310
53.820	-8.643
53.830	-12.083
53.840	-7.310
53.850	-0.903
53.860	-1.333
53.870	-1.290
53.880	0.817
53.890	1.247
53.900	1.290
53.910	4.257
53.920	6.837
53.930	11.997
53.940	8.600
53.950	7.267
53.960	14.147
53.970	14.620
53.980	10.707
53.990	19.307
54.000	12.857
54.010	19.780
54.020	15.867
54.030	19.307
54.040	14.147
54.050	20.210
54.060	20.167
54.070	17.157
54.080	21.027
54.090	18.060
54.100	19.737
54.110	18.017
54.120	17.630
54.130	17.157
54.140	16.727
54.150	13.717
54.160	17.200
54.170	10.277
54.180	11.567
54.190	14.147
54.200	6.020
54.210	-7.353
54.220	15.007
54.230	10.750
54.240	7.267
54.250	1.247
54.260	-0.903
54.270	-0.860
54.280	-3.913
54.290	-9.073
54.300	-11.610
54.310	1.677
54.320	-6.063
54.330	-10.320
54.340	-15.523
54.350	-8.643
54.360	-15.480
54.370	-15.523
54.380	-13.373
54.390	-18.490
54.400	-17.243
54.410	-18.103
54.420	-17.630
54.430	-20.253
54.440	-17.673
54.450	-20.210
54.460	-19.823
54.470	-16.770
54.480	-20.683
54.490	-14.663
54.500	-17.630
54.510	-17.243
54.520	-15.953
54.530	-15.480
54.540	-16.383
54.550	-10.363
54.560	-15.480
54.570	-9.933
54.580	-7.353
54.590	-9.460
54.600	-10.363
54.610	-5.203
54.620	-3.440
54.630	-1.333
54.640	0.387
54.650	-0.473
54.660	2.580
54.670	2.107
54.680	5.117
54.690	11.610
54.700	8.557
54.710	5.977
54.720	11.137
54.730	16.340
54.740	8.557
54.750	19.737
54.760	11.610
54.770	18.447
54.780	15.867
54.790	19.307
54.800	16.340
54.810	20.167
54.820	16.727
54.830	20.167
54.840	19.350
54.850	17.157
54.860	20.597
54.870	15.867
54.880	18.060
54.890	18.017
54.900	15.437
54.910	15.437
54.920	14.620
54.930	14.577
54.940	11.137
54.950	10.320
54.960	12.427
54.970	7.267
54.980	4.257
54.990	4.300
55.000	5.547
55.010	2.967
55.020	0.430
55.030	-0.043
55.040	-3.913
55.050	-4.730
55.060	-4.343
55.070	-5.203
55.080	-5.203
55.090	-12.900
55.100	-12.083
55.110	-8.213
55.120	-16.340
55.130	-13.803
55.140	-14.663
55.150	-16.770
55.160	-16.383
55.170	-18.060
55.180	-16.383
55.190	-20.253
55.200	-16.340
55.210	-20.253
55.220	-18.533
55.230	-16.770
55.240	-20.683
55.250	-14.233
55.260	-21.070
55.270	-14.663
55.280	-17.673
55.290	-12.900
55.300	-18.103
55.310	-9.503
55.320	-14.190
55.330	-12.513
55.340	-7.353
55.350	-7.740
55.360	-8.643
55.370	-6.923
55.380	-3.870
55.390	-1.763
55.400	-0.903
55.410	0.430
55.420	2.107
55.430	3.397
55.440	5.977
55.450	9.890
55.460	7.267
55.470	6.837
55.480	11.610
55.490	14.147
55.500	9.847
55.510	18.017
55.520	12.900
55.530	18.447
55.540	15.007
55.550	16.727
55.560	15.910
55.570	20.167
55.580	16.727
55.590	20.167
55.600	19.350
55.610	17.157
55.620	20.167
55.630	16.770
55.640	18.017
55.650	16.727
55.660	16.727
55.670	15.910
55.680	14.147
55.690	14.577
55.700	10.707
55.710	11.610
55.720	11.997
55.730	6.837
55.740	3.870
55.750	5.547
55.760	7.267
55.770	4.257
55.780	1.290
55.790	-0.043
55.800	-3.483
55.810	-5.160
55.820	-6.923
55.830	-6.063
55.840	-4.730
55.850	-9.933
55.860	-14.663
55.870	-8.170
55.880	-14.233
55.890	-16.383
55.900	-9.460
55.910	-18.103
55.920	-15.953
55.930	-17.630
55.940	-18.103
55.950	-18.103
55.960	-18.920
55.970	-20.253
55.980	-16.813
55.990	-20.210
56.000	-19.393
56.010	-15.953
56.020	-21.930
56.030	-13.803
56.040	-20.683
56.050	-12.040
56.060	-19.823
56.070	-9.073
56.080	-14.190
56.090	-14.663
56.100	-5.633
56.110	-7.740
56.120	-11.223
56.130	-12.943
56.140	-4.300
56.150	1.677
56.160	-0.473
56.170	-0.430
56.180	0.817
56.190	0.387
56.200	3.440
56.210	12.427
56.220	11.137
56.230	7.697
56.240	6.880
56.250	16.297
56.260	12.427
56.270	11.180
56.280	18.447
56.290	12.427
56.300	21.027
56.310	12.470
56.320	21.887
56.330	16.297
56.340	18.447
56.350	21.070
56.360	16.727
56.370	19.307
56.380	18.877
56.390	18.920
56.400	18.017
56.410	18.017
56.420	14.577
56.430	18.490
56.440	9.847
56.450	14.577
56.460	14.190
56.470	8.987
56.480	12.857
56.490	10.707
56.500	5.160
56.510	3.827
56.520	5.547
56.530	5.590
56.540	3.827
56.550	-0.043
56.560	-3.053
56.570	-3.870
56.580	-5.203
56.590	-4.773
56.600	-4.300
56.610	-7.783
56.620	-14.663
56.630	-9.460
56.640	-9.933
56.650	-17.243
56.660	-12.040
56.670	-16.813
56.680	-15.093
56.690	-17.200
56.700	-18.533
56.710	-15.953
56.720	-20.210
56.730	-17.673
56.740	-18.533
56.750	-19.350
56.760	-17.673
56.770	-19.350
56.780	-15.953
56.790	-16.813
56.800	-14.620
56.810	-17.243
56.820	-12.083
56.830	-17.630
56.840	-9.933
56.850	-12.513
56.860	-12.040
56.870	-7.783
56.880	-5.633
56.890	-8.170
56.900	-7.353
56.910	-3.053
56.920	-2.623
56.930	-0.860
56.940	2.107
56.950	2.537
56.960	6.020
56.970	7.267
56.980	6.837
56.990	7.740
57.000	7.697
57.010	13.287
57.020	11.997
57.030	12.040
57.040	15.437
57.050	14.147
57.060	18.447
57.070	13.330
57.080	20.597
57.090	15.007
57.100	20.210
57.110	17.157
57.120	17.587
57.130	19.307
57.140	17.630
57.150	17.587
57.160	17.587
57.170	16.727
57.180	15.050
57.190	17.587
57.200	13.717
57.210	12.857
57.220	15.910
57.230	8.557
57.240	10.707
57.250	11.180
57.260	6.837
57.270	5.117
57.280	2.967
57.290	3.010
57.300	2.967
57.310	0.387
57.320	-1.720
57.330	-2.193
57.340	-3.913
57.350	-4.300
57.360	-4.773
57.370	-9.933
57.380	-10.750
57.390	-8.643
57.400	-13.373
57.410	-13.760
57.420	-12.513
57.430	-17.673
57.440	-13.760
57.450	-17.243
57.460	-18.533
57.470	-16.340
57.480	-18.963
57.490	-18.103
57.500	-18.060
57.510	-19.823
57.520	-17.243
57.530	-18.490
57.540	-15.953
57.550	-18.533
57.560	-15.050
57.570	-18.533
57.580	-9.933
57.590	-19.350
57.600	-8.643
57.610	-13.803
57.620	-12.900
57.630	-5.633
57.640	-6.063
57.650	-8.600
57.660	-8.643
57.670	-4.343
57.680	-1.720
57.690	1.247
57.700	0.387
57.710	2.150
57.720	5.977
57.730	7.697
57.740	7.267
57.750	7.310
57.760	6.837
57.770	12.857
57.780	13.760
57.790	9.847
57.800	17.157
57.810	13.287
57.820	18.490
57.830	14.577
57.840	16.727
57.850	14.577
57.860	21.070
57.870	16.727
57.880	18.017
57.890	20.167
57.900	16.770
57.910	18.877
57.920	17.157
57.930	17.587
57.940	16.340
57.950	15.867
57.960	15.437
57.970	14.190
57.980	14.577
57.990	9.847
58.000	4.687
58.010	15.480
58.020	6.837
58.030	3.397
58.040	-3.440
58.050	7.697
58.060	6.837
58.070	2.537
58.080	-2.150
58.090	-4.343
58.100	-6.063
58.110	0.000
58.120	-1.763
58.130	-4.773
58.140	-14.190
58.150	-17.243
58.160	1.247
58.170	-13.760
58.180	-15.093
58.190	-13.373
58.200	-16.340
58.210	-15.953
58.220	-18.103
58.230	-16.340
58.240	-18.963
58.250	-17.243
58.260	-18.490
58.270	-18.533
58.280	-17.243
58.290	-20.210
58.300	-17.243
58.310	-18.103
58.320	-12.470
58.330	-17.673
58.340	-13.373
58.350	-15.480
58.360	-14.663
58.370	-8.643
58.380	-15.050
58.390	-8.643
58.400	-7.783
58.410	-6.880
58.420	-6.493
58.430	-6.923
58.440	-4.300
58.450	-1.333
58.460	-0.473
58.470	0.860
58.480	3.827
58.490	6.837
58.500	7.740
58.510	7.267
58.520	5.117
58.530	9.847
58.540	15.480
58.550	8.127
58.560	15.437
58.570	14.577
58.580	12.900
58.590	18.877
58.600	14.577
58.610	18.060
58.620	17.587
58.630	18.447
58.640	17.587
58.650	18.490
58.660	18.017
58.670	17.157
58.680	18.877
58.690	16.340
58.700	18.017
58.710	14.577
58.720	16.297
58.730	14.190
58.740	12.427
58.750	14.147
58.760	9.890
58.770	7.697
58.780	11.567
58.790	9.417
58.800	3.010
58.810	2.107
58.820	3.397
58.830	1.290
58.840	1.247
58.850	-1.763
58.860	-3.010
58.870	-2.623
58.880	-4.343
58.890	-7.353
58.900	-9.890
58.910	-9.933
58.920	-9.503
58.930	-13.330
58.940	-12.513
58.950	-14.233
58.960	-15.480
58.970	-14.663
58.980	-16.383
58.990	-16.770
59.000	-18.533
59.010	-15.910
59.020	-19.393
59.030	-17.243
59.040	-18.060
59.050	-16.813
59.060	-18.963
59.070	-15.050
59.080	-18.103
59.090	-15.093
59.100	-15.910
59.110	-12.513
59.120	-15.523
59.130	-9.890
59.140	-13.373
59.150	-10.363
59.160	-7.740
59.170	-6.923
59.180	-4.343
59.190	-6.450
59.200	-5.203
59.210	-1.333
59.220	-0.860
59.230	1.677
59.240	4.687
59.250	5.547
59.260	6.450
59.270	5.117
59.280	6.407
59.290	11.610
59.300	12.427
59.310	8.987
59.320	16.297
59.330	12.900
59.340	14.147
59.350	17.587
59.360	14.577
59.370	17.630
59.380	15.007
59.390	18.017
59.400	19.307
59.410	16.340
59.420	18.447
59.430	18.017
59.440	18.490
59.450	15.867
59.460	18.017
59.470	15.007
59.480	15.480
59.490	15.007
59.500	12.857
59.510	13.287
59.520	10.320
59.530	8.987
59.540	11.997
59.550	7.740
59.560	4.257
59.570	3.397
59.580	2.107
59.590	2.150
59.600	1.247
59.610	-1.763
59.620	-3.010
59.630	-2.623
59.640	-4.343
59.650	-6.020
59.660	-10.363
59.670	-12.513
59.680	-6.880
59.690	-12.943
59.700	-11.653
59.710	-12.040
59.720	-16.813
59.730	-15.093
59.740	-16.770
59.750	-17.243
59.760	-17.673
59.770	-18.060
59.780	-17.673
59.790	-18.963
59.800	-18.060
59.810	-16.813
59.820	-20.683
59.830	-13.330
59.840	-21.543
59.850	-12.083
59.860	-19.350
59.870	-11.223
59.880	-18.963
59.890	-8.170
59.900	-12.083
59.910	-14.233
59.920	-6.880
59.930	-6.063
59.940	-6.063
59.950	-9.890
59.960	-8.643
59.970	-2.193
59.980	-0.430
59.990	1.247
60.000	2.967
60.010	8.170
60.020	9.847
60.030	6.837
60.040	3.827
60.050	7.740
60.060	15.437
60.070	11.137
60.080	9.460
60.090	18.447
60.100	10.707
60.110	20.167
60.120	11.610
60.130	22.317
60.140	13.717
60.150	20.167
60.160	17.200
60.170	18.017
60.180	18.447
60.190	18.447
60.200	17.630
60.210	16.297
60.220	18.447
60.230	15.867
60.240	14.620
60.250	16.727
60.260	8.557
60.270	15.910
60.280	11.567
